Time da Casa,Time Visitante,Gols da Casa,Gols Visitante
Liverpool,Inter Milan,2,1
Tottenham Hotspur,Manchester City,4,1
Lyon,Arsenal,2,4
Chelsea,Manchester United,1,2
Sevilla,Tottenham Hotspur,2,1
Napoli,Lyon,2,2
Lyon,Arsenal,0,4
Borussia Dortmund,Sevilla,5,0
Inter Milan,Arsenal,5,4
Real Madrid,Arsenal,3,1
Atlético de Madrid,Tottenham Hotspur,3,2
Inter Milan,Napoli,5,2
Benfica,Inter Milan,3,0
Barcelona,RB Leipzig,4,1
Borussia Dortmund,Sevilla,1,5
AC Milan,Sevilla,5,5
Juventus,Arsenal,0,4
Atlético de Madrid,Sevilla,5,1
Sevilla,Arsenal,3,5
Manchester United,Liverpool,1,2
Inter Milan,Chelsea,2,0
Sevilla,Barcelona,2,4
Tottenham Hotspur,Manchester City,1,2
Napoli,Bayern Munich,4,1
Barcelona,Lyon,5,4
Atlético de Madrid,Juventus,3,5
Tottenham Hotspur,Inter Milan,5,0
Real Madrid,Manchester City,4,1
Chelsea,Benfica,5,0
Lyon,Paris Saint-Germain,4,5
Manchester City,Paris Saint-Germain,5,0
Napoli,Inter Milan,4,1
RB Leipzig,Real Madrid,5,5
Liverpool,Chelsea,0,2
Borussia Dortmund,Arsenal,1,0
Barcelona,Paris Saint-Germain,1,1
Benfica,Bayern Munich,5,4
Chelsea,Lyon,4,4
Tottenham Hotspur,Atlético de Madrid,4,0
Atlético de Madrid,Sevilla,4,2
Borussia Dortmund,Manchester City,0,1
Tottenham Hotspur,Atlético de Madrid,5,4
Manchester United,Bayern Munich,0,2
Tottenham Hotspur,Chelsea,4,5
Juventus,Inter Milan,0,5
Manchester City,Arsenal,3,2
Napoli,Barcelona,5,3
Paris Saint-Germain,Arsenal,3,0
Chelsea,Barcelona,2,2
Chelsea,Manchester City,2,3
Lyon,Barcelona,5,4
Barcelona,Juventus,1,0
Paris Saint-Germain,Chelsea,1,4
Benfica,Napoli,3,3
Manchester United,Real Madrid,2,4
Bayern Munich,Juventus,5,3
Bayern Munich,Manchester City,0,5
Napoli,Benfica,2,0
AC Milan,Atlético de Madrid,4,2
Barcelona,Atlético de Madrid,2,2
Atlético de Madrid,Real Madrid,5,5
Atlético de Madrid,Manchester City,0,3
Liverpool,Benfica,1,2
Chelsea,Napoli,4,3
Atlético de Madrid,Liverpool,3,5
Tottenham Hotspur,Liverpool,4,2
Manchester United,Borussia Dortmund,3,5
Napoli,RB Leipzig,4,2
AC Milan,Bayern Munich,4,1
Lyon,Paris Saint-Germain,4,1
Arsenal,Chelsea,3,3
Liverpool,Barcelona,3,1
Manchester United,Tottenham Hotspur,1,2
Atlético de Madrid,Lyon,5,2
Real Madrid,Manchester United,1,3
Real Madrid,Chelsea,1,4
Barcelona,Arsenal,3,4
Sevilla,Lyon,0,4
Manchester United,Bayern Munich,5,2
Bayern Munich,RB Leipzig,0,3
Napoli,Sevilla,5,2
AC Milan,Real Madrid,5,2
RB Leipzig,Barcelona,4,4
Liverpool,Manchester United,1,1
AC Milan,Barcelona,2,0
Chelsea,Manchester City,4,0
Benfica,RB Leipzig,0,3
Chelsea,Manchester City,1,2
Bayern Munich,Arsenal,5,4
Bayern Munich,Juventus,4,3
Napoli,Liverpool,1,2
Real Madrid,Arsenal,3,4
Bayern Munich,AC Milan,0,2
Juventus,Sevilla,4,5
Juventus,Sevilla,2,2
Atlético de Madrid,Manchester City,2,1
RB Leipzig,Chelsea,4,1
Arsenal,Manchester City,5,2
Tottenham Hotspur,Inter Milan,1,5
Manchester City,Atlético de Madrid,2,4
Lyon,Barcelona,5,4
AC Milan,Chelsea,5,1
Real Madrid,Liverpool,1,5
AC Milan,RB Leipzig,0,2
Atlético de Madrid,Inter Milan,2,3
Benfica,Barcelona,3,0
Bayern Munich,Manchester City,0,2
Manchester City,Arsenal,4,2
Real Madrid,RB Leipzig,0,5
Bayern Munich,Juventus,0,5
Borussia Dortmund,Manchester United,4,5
Lyon,Manchester City,0,5
Borussia Dortmund,Sevilla,2,5
Inter Milan,Bayern Munich,3,4
Real Madrid,Lyon,4,0
Benfica,Arsenal,3,5
Juventus,Benfica,1,0
Manchester City,AC Milan,1,3
Borussia Dortmund,Atlético de Madrid,1,2
Paris Saint-Germain,Juventus,2,3
Manchester City,Bayern Munich,2,4
Juventus,Inter Milan,4,4
Bayern Munich,AC Milan,0,5
Manchester United,AC Milan,4,0
Chelsea,Lyon,5,5
Bayern Munich,Arsenal,0,3
Napoli,Bayern Munich,4,2
Juventus,Benfica,1,5
Arsenal,Sevilla,3,4
Manchester United,Lyon,4,1
Liverpool,RB Leipzig,2,3
Liverpool,Inter Milan,4,3
Real Madrid,AC Milan,3,0
Inter Milan,Napoli,4,0
RB Leipzig,Inter Milan,4,0
Arsenal,Liverpool,5,0
RB Leipzig,Juventus,3,0
Borussia Dortmund,Paris Saint-Germain,0,1
Barcelona,Sevilla,4,4
Real Madrid,AC Milan,4,0
Barcelona,Benfica,2,1
Chelsea,RB Leipzig,0,3
Manchester United,Benfica,2,4
Sevilla,Chelsea,2,2
Real Madrid,Atlético de Madrid,5,4
Sevilla,Lyon,4,1
Atlético de Madrid,Borussia Dortmund,2,4
Manchester United,Sevilla,3,1
RB Leipzig,Sevilla,3,4
Liverpool,AC Milan,3,1
Borussia Dortmund,RB Leipzig,4,2
Benfica,Juventus,3,5
Lyon,Sevilla,0,4
Napoli,Lyon,3,5
Inter Milan,Paris Saint-Germain,3,1
Lyon,AC Milan,1,4
Paris Saint-Germain,Napoli,0,5
Manchester United,Juventus,2,5
Atlético de Madrid,Inter Milan,5,3
AC Milan,Lyon,3,5
Juventus,Arsenal,4,5
Manchester City,Inter Milan,0,5
Lyon,Juventus,5,0
Inter Milan,Juventus,1,2
Paris Saint-Germain,Manchester City,4,0
Sevilla,Benfica,5,2
Juventus,Paris Saint-Germain,3,4
Tottenham Hotspur,Napoli,5,4
RB Leipzig,AC Milan,5,5
Atlético de Madrid,Paris Saint-Germain,5,5
Benfica,Borussia Dortmund,2,3
Barcelona,Tottenham Hotspur,5,5
Inter Milan,Liverpool,3,3
RB Leipzig,Chelsea,0,4
Inter Milan,Benfica,4,0
Bayern Munich,Lyon,1,0
Liverpool,Manchester City,2,4
Borussia Dortmund,Arsenal,5,2
Borussia Dortmund,AC Milan,4,3
Napoli,Chelsea,5,5
Atlético de Madrid,Real Madrid,5,2
RB Leipzig,Liverpool,3,1
Liverpool,Benfica,0,3
RB Leipzig,Manchester City,3,4
Bayern Munich,Arsenal,4,1
Inter Milan,Real Madrid,1,3
Tottenham Hotspur,Barcelona,4,3
Tottenham Hotspur,Barcelona,1,4
Atlético de Madrid,Sevilla,0,3
Tottenham Hotspur,Borussia Dortmund,2,1
Napoli,Manchester City,2,3
Tottenham Hotspur,Lyon,1,5
Napoli,Liverpool,5,0
Tottenham Hotspur,Manchester City,2,3
Benfica,Borussia Dortmund,3,1
Arsenal,RB Leipzig,1,5
Barcelona,Lyon,4,1
Real Madrid,Liverpool,5,3
Bayern Munich,Inter Milan,2,5
RB Leipzig,Lyon,0,5
AC Milan,Inter Milan,0,4
Sevilla,Inter Milan,0,3
Napoli,Juventus,5,2
Benfica,Bayern Munich,0,1
Borussia Dortmund,RB Leipzig,1,2
AC Milan,Arsenal,0,4
Benfica,Inter Milan,4,1
Napoli,Benfica,4,5
Napoli,RB Leipzig,4,0
Lyon,Atlético de Madrid,3,3
Sevilla,Chelsea,4,5
Paris Saint-Germain,Tottenham Hotspur,2,3
Tottenham Hotspur,Arsenal,2,1
Arsenal,Chelsea,0,5
Barcelona,Liverpool,5,0
Real Madrid,Benfica,3,0
Manchester City,Chelsea,3,1
Atlético de Madrid,Inter Milan,3,4
Borussia Dortmund,Manchester City,5,0
Liverpool,Atlético de Madrid,1,2
Inter Milan,RB Leipzig,0,5
Borussia Dortmund,Manchester United,0,2
Manchester City,Benfica,4,2
Borussia Dortmund,Inter Milan,3,3
Tottenham Hotspur,Bayern Munich,4,5
Chelsea,RB Leipzig,4,2
Atlético de Madrid,Arsenal,0,0
Paris Saint-Germain,Chelsea,5,2
AC Milan,Manchester United,1,4
Paris Saint-Germain,RB Leipzig,3,0
Sevilla,Arsenal,4,3
Barcelona,Atlético de Madrid,5,0
Benfica,Real Madrid,2,1
Barcelona,RB Leipzig,3,0
Sevilla,Napoli,3,3
Liverpool,RB Leipzig,5,2
Arsenal,Inter Milan,0,5
Manchester City,RB Leipzig,3,2
Benfica,Paris Saint-Germain,3,1
Chelsea,Real Madrid,4,3
Atlético de Madrid,Manchester City,4,5
Napoli,Inter Milan,4,1
Chelsea,Bayern Munich,4,2
Paris Saint-Germain,Manchester United,2,0
Tottenham Hotspur,Sevilla,3,3
Manchester United,Atlético de Madrid,2,3
Bayern Munich,Manchester City,0,2
Real Madrid,Arsenal,4,5
Manchester City,Manchester United,5,4
Sevilla,Liverpool,5,3
Borussia Dortmund,Napoli,2,1
Borussia Dortmund,RB Leipzig,4,4
Inter Milan,Benfica,4,4
Chelsea,Real Madrid,0,0
RB Leipzig,Inter Milan,1,5
Barcelona,Paris Saint-Germain,3,2
Liverpool,Borussia Dortmund,4,1
Lyon,AC Milan,1,5
Liverpool,Tottenham Hotspur,4,5
Manchester City,Paris Saint-Germain,4,3
Borussia Dortmund,Lyon,3,3
Paris Saint-Germain,Liverpool,2,5
Napoli,Barcelona,3,0
Arsenal,AC Milan,2,5
Tottenham Hotspur,Real Madrid,3,1
Chelsea,Benfica,3,3
Tottenham Hotspur,Manchester United,1,2
Manchester United,Juventus,2,3
Lyon,Sevilla,3,3
Inter Milan,Paris Saint-Germain,2,0
Atlético de Madrid,Chelsea,0,4
Atlético de Madrid,Sevilla,2,4
Atlético de Madrid,Lyon,4,2
Chelsea,Bayern Munich,2,0
Liverpool,Borussia Dortmund,4,1
Benfica,Barcelona,4,4
Sevilla,Manchester City,1,1
RB Leipzig,Bayern Munich,1,0
Atlético de Madrid,Borussia Dortmund,1,4
Benfica,RB Leipzig,5,0
Liverpool,Benfica,0,2
Borussia Dortmund,Barcelona,1,4
Borussia Dortmund,Juventus,5,5
Lyon,Sevilla,2,4
RB Leipzig,Barcelona,2,1
Sevilla,Lyon,2,3
Bayern Munich,RB Leipzig,1,5
Liverpool,Barcelona,0,1
Lyon,AC Milan,1,4
Inter Milan,Lyon,5,3
Sevilla,Bayern Munich,5,2
Napoli,Tottenham Hotspur,2,4
Liverpool,Juventus,0,3
Lyon,AC Milan,0,0
Arsenal,Bayern Munich,5,2
Manchester City,Liverpool,2,3
Manchester United,Tottenham Hotspur,4,3
Barcelona,Borussia Dortmund,5,0
Paris Saint-Germain,RB Leipzig,1,2
Paris Saint-Germain,Napoli,4,3
Inter Milan,Manchester United,3,2
Napoli,Juventus,3,1
Inter Milan,Tottenham Hotspur,1,3
Tottenham Hotspur,Barcelona,0,5
Tottenham Hotspur,Barcelona,2,3
Liverpool,AC Milan,1,3
Liverpool,Sevilla,5,3
Bayern Munich,Liverpool,0,5
Barcelona,Paris Saint-Germain,4,5
Inter Milan,Manchester United,5,1
Benfica,Liverpool,1,5
Borussia Dortmund,Arsenal,0,1
Manchester City,Napoli,4,4
Lyon,Manchester United,4,3
Atlético de Madrid,Borussia Dortmund,5,3
Juventus,Bayern Munich,3,0
Sevilla,Juventus,4,0
Arsenal,Benfica,0,1
Arsenal,Bayern Munich,2,3
Lyon,Benfica,1,5
AC Milan,RB Leipzig,5,1
Juventus,Bayern Munich,4,5
Bayern Munich,Borussia Dortmund,1,4
Tottenham Hotspur,Arsenal,4,5
Tottenham Hotspur,Sevilla,5,2
Borussia Dortmund,Benfica,0,0
RB Leipzig,Sevilla,4,0
Juventus,Real Madrid,5,3
Manchester United,Borussia Dortmund,4,0
Borussia Dortmund,Napoli,1,0
Tottenham Hotspur,Paris Saint-Germain,2,3
Tottenham Hotspur,Manchester City,0,0
Borussia Dortmund,Bayern Munich,4,0
Benfica,Juventus,3,0
Arsenal,AC Milan,5,5
Chelsea,Juventus,3,1
Benfica,Lyon,2,3
AC Milan,Arsenal,5,3
Liverpool,Sevilla,4,1
Borussia Dortmund,Liverpool,2,4
Tottenham Hotspur,Inter Milan,2,1
Borussia Dortmund,Manchester City,5,3
RB Leipzig,Juventus,2,1
Tottenham Hotspur,Manchester City,0,5
Sevilla,Napoli,3,0
Manchester United,Barcelona,0,5
Liverpool,Manchester United,4,5
Inter Milan,Real Madrid,1,0
Borussia Dortmund,Arsenal,5,1
Bayern Munich,Inter Milan,3,1
Bayern Munich,Liverpool,4,3
Sevilla,Chelsea,2,2
RB Leipzig,Paris Saint-Germain,2,0
Napoli,Juventus,1,4
Napoli,AC Milan,4,5
Chelsea,AC Milan,3,5
Napoli,Lyon,3,3
Manchester City,Benfica,0,4
Barcelona,Liverpool,4,3
Lyon,Atlético de Madrid,3,5
Juventus,Tottenham Hotspur,1,1
Manchester City,Borussia Dortmund,2,2
Bayern Munich,Real Madrid,4,2
Benfica,Juventus,1,0
Bayern Munich,Barcelona,5,4
Real Madrid,Sevilla,0,3
Atlético de Madrid,Benfica,5,1
Lyon,Atlético de Madrid,4,0
Atlético de Madrid,Juventus,1,4
Chelsea,Borussia Dortmund,0,3
Lyon,Bayern Munich,2,4
AC Milan,Bayern Munich,1,1
Chelsea,Manchester United,5,4
Bayern Munich,Lyon,5,4
Lyon,Benfica,5,3
Real Madrid,Atlético de Madrid,0,5
Manchester United,Barcelona,4,5
Bayern Munich,AC Milan,0,3
Tottenham Hotspur,Lyon,5,2
Juventus,Arsenal,0,4
Lyon,Benfica,5,0
Atlético de Madrid,Arsenal,3,5
Manchester United,Chelsea,5,1
Bayern Munich,Manchester United,5,3
Sevilla,Juventus,0,0
RB Leipzig,Inter Milan,1,4
Napoli,RB Leipzig,5,2
Manchester City,Inter Milan,2,4
Chelsea,Bayern Munich,3,3
Manchester United,Barcelona,0,3
Inter Milan,Napoli,1,0
Paris Saint-Germain,Manchester City,4,5
Bayern Munich,Lyon,4,3
Borussia Dortmund,Benfica,0,2
Juventus,Atlético de Madrid,5,0
AC Milan,Borussia Dortmund,0,1
Benfica,Atlético de Madrid,2,0
Borussia Dortmund,Benfica,1,2
AC Milan,Inter Milan,1,5
Juventus,Chelsea,0,1
Sevilla,Atlético de Madrid,3,0
AC Milan,Bayern Munich,5,4
Manchester City,Juventus,3,0
Manchester United,Manchester City,1,2
RB Leipzig,Arsenal,1,2
Lyon,Tottenham Hotspur,2,1
Napoli,Manchester City,5,0
Juventus,Borussia Dortmund,4,1
Benfica,Napoli,2,1
Manchester City,Barcelona,1,2
Sevilla,Arsenal,0,3
Borussia Dortmund,Bayern Munich,5,5
Lyon,Chelsea,1,0
RB Leipzig,Sevilla,4,1
Liverpool,Manchester City,4,4
Liverpool,Bayern Munich,1,2
RB Leipzig,Manchester City,4,3
Atlético de Madrid,Lyon,4,1
Arsenal,Borussia Dortmund,1,4
Paris Saint-Germain,Atlético de Madrid,0,5
Liverpool,Borussia Dortmund,0,5
Barcelona,Chelsea,1,5
Manchester City,Paris Saint-Germain,2,3
Chelsea,Arsenal,4,4
Atlético de Madrid,Arsenal,3,3
Borussia Dortmund,Chelsea,5,0
Real Madrid,Atlético de Madrid,2,0
AC Milan,Juventus,3,5
Napoli,Arsenal,3,0
Real Madrid,Benfica,4,0
Napoli,Bayern Munich,4,0
Manchester United,AC Milan,5,1
Borussia Dortmund,Barcelona,5,2
AC Milan,Manchester United,5,3
Inter Milan,Benfica,1,3
Paris Saint-Germain,Barcelona,5,2
Paris Saint-Germain,Barcelona,1,0
Inter Milan,Bayern Munich,3,3
Arsenal,Juventus,3,4
Liverpool,Juventus,4,4
Atlético de Madrid,Lyon,0,4
RB Leipzig,Chelsea,3,1
Tottenham Hotspur,Bayern Munich,0,3
Napoli,Chelsea,2,4
Bayern Munich,Inter Milan,5,2
Napoli,Barcelona,5,1
Juventus,Liverpool,5,0
Juventus,Napoli,1,2
Napoli,Barcelona,5,2
Lyon,Manchester City,5,0
Sevilla,Borussia Dortmund,0,0
Manchester United,Bayern Munich,1,1
Arsenal,Liverpool,4,0
Bayern Munich,Liverpool,3,5
Tottenham Hotspur,Borussia Dortmund,3,1
Manchester United,Juventus,5,0
Atlético de Madrid,Juventus,0,5
Bayern Munich,Inter Milan,1,1
Arsenal,Napoli,4,1
Tottenham Hotspur,Napoli,4,3
Sevilla,Real Madrid,1,4
RB Leipzig,Paris Saint-Germain,1,1
Arsenal,Atlético de Madrid,3,0
Chelsea,Lyon,4,5
Atlético de Madrid,AC Milan,1,5
AC Milan,Juventus,2,1
Manchester United,Sevilla,5,2
Napoli,Borussia Dortmund,5,5
RB Leipzig,Barcelona,0,4
Borussia Dortmund,Bayern Munich,2,2
Liverpool,Manchester City,0,4
Arsenal,Liverpool,5,5
Borussia Dortmund,Juventus,2,0
Napoli,AC Milan,3,0
Sevilla,Lyon,5,3
Manchester United,Paris Saint-Germain,1,5
Borussia Dortmund,Inter Milan,0,0
Borussia Dortmund,Tottenham Hotspur,3,3
Real Madrid,Inter Milan,0,2
Paris Saint-Germain,Napoli,0,1
Real Madrid,RB Leipzig,4,4
Bayern Munich,Juventus,1,3
RB Leipzig,Chelsea,5,1
Manchester City,Benfica,0,1
Atlético de Madrid,Napoli,3,3
Arsenal,Barcelona,3,5
Manchester City,Sevilla,0,0
AC Milan,Manchester United,1,3
Inter Milan,Borussia Dortmund,4,0
Arsenal,Lyon,0,5
AC Milan,Lyon,1,2
Napoli,Manchester City,4,2
Borussia Dortmund,Arsenal,1,3
Bayern Munich,Benfica,1,3
RB Leipzig,Napoli,2,5
Lyon,Arsenal,4,5
Atlético de Madrid,Juventus,3,4
Real Madrid,Bayern Munich,2,2
Borussia Dortmund,Tottenham Hotspur,2,4
Inter Milan,Liverpool,4,5
Bayern Munich,Arsenal,5,4
Manchester United,Atlético de Madrid,5,2
Juventus,Benfica,4,4
Sevilla,Manchester City,3,3
Sevilla,Real Madrid,1,4
Chelsea,Lyon,5,5
Chelsea,Arsenal,0,3
Paris Saint-Germain,Benfica,0,3
Liverpool,Napoli,5,2
Paris Saint-Germain,AC Milan,5,5
Arsenal,Manchester United,2,4
Tottenham Hotspur,AC Milan,5,4
Atlético de Madrid,Chelsea,2,4
Liverpool,Chelsea,0,0
AC Milan,Liverpool,0,0
Liverpool,Manchester United,5,0
Atlético de Madrid,AC Milan,2,4
Barcelona,Borussia Dortmund,5,2
AC Milan,Atlético de Madrid,1,0
Napoli,Barcelona,3,4
Chelsea,Real Madrid,0,2
Napoli,AC Milan,2,3
Barcelona,Juventus,0,1
AC Milan,RB Leipzig,4,1
Barcelona,Paris Saint-Germain,4,2
Benfica,Juventus,3,4
Inter Milan,Borussia Dortmund,4,5
AC Milan,Liverpool,5,4
Manchester United,Inter Milan,2,5
Real Madrid,Liverpool,1,1
Paris Saint-Germain,Liverpool,4,3
Borussia Dortmund,Real Madrid,5,5
Liverpool,Inter Milan,3,1
Real Madrid,Sevilla,5,1
Inter Milan,Tottenham Hotspur,1,2
Borussia Dortmund,Lyon,2,2
Chelsea,Manchester United,0,1
Tottenham Hotspur,Manchester City,2,4
Arsenal,AC Milan,1,1
AC Milan,RB Leipzig,0,0
Bayern Munich,Lyon,3,1
RB Leipzig,Lyon,5,4
Juventus,Lyon,1,4
Atlético de Madrid,Benfica,0,5
Sevilla,Real Madrid,4,3
Manchester United,Benfica,1,0
Borussia Dortmund,Real Madrid,5,5
AC Milan,Liverpool,1,0
Bayern Munich,RB Leipzig,2,0
Napoli,Manchester City,1,3
Paris Saint-Germain,Arsenal,4,5
Paris Saint-Germain,Juventus,2,4
Manchester City,Chelsea,5,5
Sevilla,RB Leipzig,3,5
Chelsea,Liverpool,5,1
Lyon,Benfica,1,0
Liverpool,Borussia Dortmund,2,0
Napoli,Borussia Dortmund,2,3
Inter Milan,Lyon,3,0
Tottenham Hotspur,Juventus,4,4
Barcelona,Arsenal,3,4
AC Milan,Lyon,1,5
Barcelona,Manchester City,3,4
Arsenal,Manchester City,0,3
AC Milan,Liverpool,5,3
Paris Saint-Germain,Napoli,5,0
Barcelona,Tottenham Hotspur,4,5
Sevilla,RB Leipzig,0,2
Chelsea,Liverpool,3,1
Napoli,Chelsea,1,5
Real Madrid,Atlético de Madrid,5,5
RB Leipzig,Napoli,5,5
Tottenham Hotspur,Liverpool,2,1
Manchester City,Sevilla,0,1
Sevilla,Atlético de Madrid,2,2
Bayern Munich,Juventus,3,5
Manchester City,Lyon,3,3
Manchester United,AC Milan,1,3
Bayern Munich,Barcelona,5,4
RB Leipzig,Tottenham Hotspur,2,0
Lyon,Borussia Dortmund,5,5
Borussia Dortmund,Tottenham Hotspur,2,1
Lyon,Manchester City,1,1
Inter Milan,Chelsea,3,2
Bayern Munich,Manchester United,3,2
Juventus,Real Madrid,5,1
Napoli,Paris Saint-Germain,4,5
Bayern Munich,Manchester City,2,5
Inter Milan,Paris Saint-Germain,2,5
Napoli,Sevilla,1,2
AC Milan,Chelsea,1,0
Paris Saint-Germain,Barcelona,4,0
Benfica,Tottenham Hotspur,3,3
Borussia Dortmund,Liverpool,3,3
Real Madrid,Juventus,5,2
Manchester United,Manchester City,3,3
Bayern Munich,Napoli,1,4
Paris Saint-Germain,Chelsea,2,3
Lyon,Manchester United,4,5
Lyon,Inter Milan,3,0
Juventus,Manchester United,3,2
Manchester United,Tottenham Hotspur,0,4
Atlético de Madrid,Borussia Dortmund,1,5
Barcelona,AC Milan,0,0
Barcelona,Benfica,1,1
Bayern Munich,Arsenal,2,2
Borussia Dortmund,Sevilla,5,0
Borussia Dortmund,AC Milan,4,5
Real Madrid,Napoli,1,4
Chelsea,Inter Milan,4,2
Borussia Dortmund,Juventus,2,3
Tottenham Hotspur,Manchester City,4,1
Juventus,Bayern Munich,4,0
Bayern Munich,Paris Saint-Germain,0,3
Manchester City,Borussia Dortmund,1,4
Liverpool,Borussia Dortmund,2,2
Juventus,Manchester United,2,3
AC Milan,Arsenal,1,4
Paris Saint-Germain,Inter Milan,3,5
AC Milan,Napoli,4,0
Juventus,Manchester City,5,3
RB Leipzig,Real Madrid,4,0
Tottenham Hotspur,Lyon,2,3
Bayern Munich,Liverpool,4,0
Napoli,Paris Saint-Germain,4,2
Benfica,Paris Saint-Germain,0,1
Lyon,Bayern Munich,0,5
Liverpool,Barcelona,5,5
Barcelona,Inter Milan,2,1
Liverpool,Paris Saint-Germain,1,1
Juventus,Arsenal,3,5
Borussia Dortmund,Bayern Munich,5,0
Sevilla,Manchester City,1,2
Napoli,Manchester City,5,0
Barcelona,Juventus,2,5
Lyon,Barcelona,5,1
Inter Milan,Lyon,1,3
Inter Milan,Sevilla,5,2
Barcelona,Manchester United,5,5
Borussia Dortmund,Benfica,5,5
Bayern Munich,Tottenham Hotspur,3,2
Bayern Munich,Barcelona,2,0
Chelsea,Borussia Dortmund,5,5
Sevilla,Borussia Dortmund,1,1
Manchester United,Benfica,2,2
Atlético de Madrid,Chelsea,5,0
Juventus,Bayern Munich,5,4
Napoli,Tottenham Hotspur,1,1
Manchester City,Paris Saint-Germain,0,3
RB Leipzig,Chelsea,1,2
Chelsea,Borussia Dortmund,0,0
Tottenham Hotspur,Paris Saint-Germain,0,3
Inter Milan,Paris Saint-Germain,1,1
Inter Milan,Manchester City,1,5
Barcelona,Napoli,3,5
Borussia Dortmund,Inter Milan,4,1
Barcelona,Borussia Dortmund,5,4
Paris Saint-Germain,Tottenham Hotspur,2,1
Sevilla,Chelsea,4,0
Sevilla,Chelsea,4,4
Manchester United,Benfica,5,5
AC Milan,Arsenal,0,1
Paris Saint-Germain,Benfica,5,0
Manchester United,Tottenham Hotspur,3,1
Paris Saint-Germain,Tottenham Hotspur,0,3
Juventus,Chelsea,5,1
Borussia Dortmund,Arsenal,4,1
Juventus,Manchester United,0,4
Benfica,Borussia Dortmund,3,1
Arsenal,Real Madrid,1,5
RB Leipzig,Manchester City,0,0
Benfica,Manchester United,5,3
Napoli,Barcelona,4,1
Benfica,Arsenal,2,0
AC Milan,Inter Milan,3,0
Arsenal,Liverpool,2,1
Inter Milan,Atlético de Madrid,0,2
Bayern Munich,Borussia Dortmund,5,4
Benfica,AC Milan,3,1
Paris Saint-Germain,Lyon,4,0
Paris Saint-Germain,Napoli,5,3
Bayern Munich,Tottenham Hotspur,3,2
Napoli,Real Madrid,3,0
RB Leipzig,Manchester United,4,4
AC Milan,Napoli,2,2
Tottenham Hotspur,Paris Saint-Germain,3,2
Sevilla,Inter Milan,3,1
Manchester United,RB Leipzig,3,2
Chelsea,Inter Milan,0,0
Borussia Dortmund,Paris Saint-Germain,1,1
Paris Saint-Germain,Manchester City,3,0
Inter Milan,Paris Saint-Germain,2,4
Paris Saint-Germain,Sevilla,5,3
Borussia Dortmund,Juventus,4,0
Manchester United,Arsenal,3,4
Real Madrid,Inter Milan,2,1
Inter Milan,Atlético de Madrid,2,0
Tottenham Hotspur,Inter Milan,3,5
Atlético de Madrid,Paris Saint-Germain,5,4
Lyon,Liverpool,1,0
Manchester United,Sevilla,5,1
Inter Milan,Bayern Munich,3,3
Napoli,Lyon,0,2
Paris Saint-Germain,Manchester City,0,3
Benfica,Paris Saint-Germain,1,1
Paris Saint-Germain,Borussia Dortmund,2,0
Chelsea,AC Milan,3,5
Juventus,Borussia Dortmund,1,4
Manchester City,Borussia Dortmund,3,5
Paris Saint-Germain,Tottenham Hotspur,0,1
Manchester City,Inter Milan,1,4
Arsenal,Tottenham Hotspur,2,1
Benfica,Atlético de Madrid,3,2
Benfica,Napoli,4,3
Chelsea,Atlético de Madrid,1,2
Lyon,Tottenham Hotspur,2,5
Benfica,Manchester City,1,5
Atlético de Madrid,Liverpool,2,1
Inter Milan,AC Milan,3,4
Tottenham Hotspur,Real Madrid,0,2
Real Madrid,Paris Saint-Germain,4,4
Napoli,RB Leipzig,3,2
Napoli,Sevilla,4,4
RB Leipzig,Paris Saint-Germain,2,1
Napoli,Bayern Munich,2,5
Juventus,Liverpool,1,3
Benfica,Arsenal,5,3
Manchester United,Bayern Munich,3,4
Napoli,Benfica,4,2
Liverpool,Bayern Munich,5,3
RB Leipzig,Bayern Munich,0,2
Barcelona,Borussia Dortmund,4,2
Tottenham Hotspur,Benfica,2,0
Juventus,Tottenham Hotspur,0,2
Chelsea,Paris Saint-Germain,3,0
Tottenham Hotspur,Inter Milan,3,0
Lyon,AC Milan,5,4
Tottenham Hotspur,Manchester City,2,2
Tottenham Hotspur,Chelsea,5,2
Lyon,Benfica,5,5
Arsenal,Barcelona,4,2
Manchester United,Napoli,5,1
Benfica,Bayern Munich,4,1
Tottenham Hotspur,Barcelona,2,4
Chelsea,Napoli,3,1
AC Milan,RB Leipzig,4,1
Inter Milan,RB Leipzig,3,4
Inter Milan,Napoli,1,4
Benfica,Bayern Munich,1,5
Juventus,Liverpool,3,0
Napoli,Benfica,3,1
RB Leipzig,Arsenal,2,5
Borussia Dortmund,Bayern Munich,1,1
Chelsea,Borussia Dortmund,4,5
Barcelona,RB Leipzig,1,0
RB Leipzig,Manchester City,2,5
Bayern Munich,Lyon,4,4
Manchester City,Tottenham Hotspur,4,5
Sevilla,Barcelona,2,0
Napoli,AC Milan,0,0
Liverpool,Arsenal,1,3
Barcelona,RB Leipzig,1,4
RB Leipzig,Bayern Munich,4,0
Inter Milan,Barcelona,3,1
Lyon,Napoli,2,5
Atlético de Madrid,Napoli,1,3
Inter Milan,Borussia Dortmund,1,1
Tottenham Hotspur,Atlético de Madrid,5,1
Lyon,Barcelona,2,1
Juventus,Tottenham Hotspur,2,4
Chelsea,Atlético de Madrid,2,3
Liverpool,Chelsea,3,5
Benfica,RB Leipzig,0,4
Manchester City,Barcelona,4,0
Juventus,Paris Saint-Germain,0,2
